person_name,org_name,pos,verb,viewpoint,person_id,org_id,news_id,sentiment,time,publish_time,original_text
华春莹,中国外交部,发言人,表示,中方一向尊重和维护各国依据国际法在南海享有的航行与飞越自由，但是坚决反对任何国家假借“航行与飞越自由”之名，损害沿岸国主权和安全。,128168,31993,794782315708920483,0.9997399317964939,2019-02-21T16:17:45.019Z,2019-02-20T16:00:00.000Z,另据报道显示，法国将积极派出“戴高乐”号航母前往西太平洋至印度洋巡航。澳大利亚、加拿大等国海军舰艇也将加大开展所谓“航行自由”任务的力度。中国外交部发言人华春莹2月11日表示，中方一向尊重和维护各国依据国际法在南海享有的航行与飞越自由，但是坚决反对任何国家假借“航行与飞越自由”之名，损害沿岸国主权和安全。中方将继续采取一切必要措施坚决捍卫国家的主权和安全，维护南海的和平稳定。（文/木兮）
洛钦,菲律宾,外长,表示,中国与东盟正以令人惊讶的友好姿态推进“南海行为准则”相关谈判，南海或将继续存在争议和分歧，但不应妨碍各方共同努力，在其他领域开展互利合作。,139171,32244,4974351045726240395,0.9999100215644963,2018-11-10T07:01:48.421Z,2018-11-09T16:00:00.000Z,"据央视新闻网消息，日前，菲律宾外长洛钦表示,中国与东盟正以令人惊讶的友好姿态推进“南海行为准则”相关谈判，南海或将继续存在争议和分歧，但不应妨碍各方共同努力，在其他领域开展互利合作。"
博尔顿,美国,国家安全顾问,表示,美国反对中国在南海的单边军事行动，还表示美国提高了在南海水域自由航行的节奏。,128091,31912,3117422452831004583,0.999992455229219,2018-11-13T09:09:41.018Z,2018-11-12T18:12:42.000Z,　　英国路透社11月13日报道，美国国家安全顾问博尔顿（John Bolton）11月12日表示，美国反对中国在南海的单边军事行动，还表示美国提高了在南海水域自由航行的节奏。
马哈蒂尔,马来西亚,总理,表示,不希望在东盟的海域里看到有美国的第七舰队等大型军舰，但是小型军舰可以出现，因为小型军舰可以用来打击海盗，但是大型军舰只会引发双方的冲突，造成局势紧张。,129095,31969,8139298467839908887,0.9893335119890622,2018-11-18T17:01:16.506Z,2018-11-18T13:05:00.000Z,
,澳大利亚,人报》网站,称,五角大楼负责亚洲事务的最高官员敦促澳大利亚和美国的其他盟友加强其在南海的军事存在，以此向中国发出示威信号。,-1,32224,3710329769223759790,0.9814445951129285,2018-12-30T18:21:00.117Z,2018-12-29T16:00:00.000Z,
,美国,,称,两国在南海举行了首次海上联合演习。,-1,31912,1902896527452531291,0.9413812573931789,2019-01-17T06:49:23.309Z,2019-01-17T01:29:00.000Z,　　参考消息网1月17日报道 美国和英国海军16日称，两国在南海举行了首次海上联合演习。
理查森,,,表示,未来美国海军还将继续与解放军就“海上非计划遭遇准则”（CUES）进行沟通。,134208,31912,7151158344883629037,0.9952224973463971,2018-10-31T03:04:01.321Z,2018-10-30T16:00:00.000Z,理查森在记者会上还表示，未来美国海军还将继续与解放军就“海上非计划遭遇准则”（CUES）进行沟通。事实上，由于美国及其西方国家在近期提高了在中国南海“航行自由”和航空飞行任务的频率，中国外交部和军方对此多次表示抗议并出动军舰和军机进行监视拦截。比如美国海军的“迪凯特号”驱逐舰曾于今年9月30日出现在中国南沙群岛附近海域，被中国170兰州号驱逐舰逼近，两舰最近时仅相距41米，美舰为避免相撞被迫改变了航向。而10月22日，两艘美国船只在解放军海军多艘军舰“护送”下驶过台湾海峡。
琼斯,英国,第一海务大臣,表示,尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。,129226,43226,5992101323627624349,0.9933954938458373,2018-10-24T11:00:29.698Z,2018-10-23T16:00:00.000Z,10月24日电 据“外交部发言人办公室”公众号消息，在10月24日外交部例行记者会上，有记者问：据《金融时报》报道，英国第一海务大臣琼斯在接受该报采访时表示，尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。个别国家对联合国海洋法公约存在着有别于大部分国家的不同解读。英方有义务在亚太地区显示对盟友的“实际支持”，并抵制中国藐视联合国海洋法公约的做法。请问中方对此有何？
理查森,,,透露,说，为加强美菲两军合作，美方正考虑向菲律宾方面提供更多培训和装备。,134208,31912,7066942439332674127,0.6062427258726686,2018-10-31T08:15:27.864Z,2018-10-30T16:00:00.000Z,29日在菲律宾首都马尼拉接受采访时，美国海军作战部长约翰·理查森说：“我的原则是不讨论未来行动，但就这件事而言，我要说的是不存在这样的行动计划。”不过，他强调美军将继续倡导在国际水域“自由航行”。同时，理查森透露说，为加强美菲两军合作，美方正考虑向菲律宾方面提供更多培训和装备。
尼古拉斯·普拉特,澳大利亚,指挥官,写道,“这些活动将扩大伙伴国对彼此战术和作战程序的了解。”,134629,32224,5214985471519550311,0.9100522922629823,2018-10-09T05:09:22.661Z,2018-10-08T16:00:00.000Z,“演习将包括现场训练、实弹射击系列以及指挥所演习，将测试澳大利亚海陆空三军的可操作性。”澳大利亚指挥官尼古拉斯·普拉特1日在一份声明中写道，“这些活动将扩大伙伴国对彼此战术和作战程序的了解。”
,法国,,表示,它将在明年将其戴高乐号航母部署至印度洋，以便在中国在有争议的水域中捍卫航行自由。,-1,32032,7196240239927286748,0.9999627366227399,2018-10-22T07:08:58.234Z,2018-10-22T05:16:00.000Z,　　法国周五表示，它将在明年将其戴高乐号航母部署至印度洋，以便在中国在有争议的水域中捍卫航行自由。 据国防部长佛罗伦斯帕里说，戴高乐目前正在法国南部的土伦港进行翻新工程，准备明年年初前往印度洋。 
,美,军政官员,表示,美军将持续开展南海“航行自由行动”。,-1,32054,3915588084354238390,0.9883258882303133,2019-02-28T14:03:15.016Z,2019-02-28T08:08:00.000Z,央视网消息：2019年2月28日，国防部举行例行记者会，国防部新闻局副局长、国防部新闻发言人任国强大校主持记者会。 记者：不久前，美军政官员在不同场合表示，美军将持续开展南海“航行自由行动”。请问对此作何评论？ 任国强：中国对南海诸岛及其附近海域拥有无可争辩的主权。在中国和东盟国家的共同努力下，当前南海形势总体向好。在这种情况下，美方“不请自来”，一再派遣舰机擅闯中国南海岛礁邻近海空域，损害中国的主权安全，践踏国际法和国际准则，危害地区和平与稳定。我们对此坚决反对。 中国一贯尊重各国依据国际法在南海享有的航行和飞越自由。事实证明，南海航行是不存在问题的，但航行不是“横行”，自由不能违法。中方坚决反对任何国家借“航行自由”之名进行违法挑衅，损害沿岸国主权和安全，危害地区和平与稳定。 我们要求美方切实尊重中国的主权和安全，尊重地区国家维护和平、稳定与安宁的强烈共同愿望，不要在南海无事生非、兴风作浪。中国军队将采取坚决措施，坚定捍卫国家主权和安全，坚定维护地区和平稳定。 the end 免责声明：本文来自腾讯新闻客户端自媒体，不代表腾讯网的观点和立场。
威廉姆森,英国,国防大臣,宣布,"将派遣“伊丽莎白女王”号航母和F-35B舰载机到南海展示“硬实力”，请问中方对此有何评论？任国强：当前,在中国和东盟国家的共同努力下，南海局势是和平稳定的，并继续向好发展。",148263,32005,1659117705700049005,0.9996695928891349,2019-02-28T14:02:38.816Z,2019-02-28T08:47:00.000Z,"2月28日下午，国防部举行例行记者会，国防部新闻局副局长、国防部新闻发言人任国强大校答记者问。 【环球网军事2月28日报道】2019年2月28日，国防部举行例行记者会，国防部新闻局副局长、国防部新闻发言人任国强大校答记者问。 “伊丽莎白女王”号航母 记者：继上月英国军舰在南海举行演习后，英国国防大臣威廉姆森日前宣布，将派遣“伊丽莎白女王”号航母和F-35B舰载机到南海展示“硬实力”，请问中方对此有何评论？ 任国强：当前,在中国和东盟国家的共同努力下，南海局势是和平稳定的，并继续向好发展。我们注意到，针对英方个别人士的言论，英国首相府发言人已做出澄清。中国尊重并维护各国依据国际法在南海享有的航行和飞越自由，但坚决反对一些国家打着“航行自由”的幌子，在南海进行军事挑衅。中国军队将坚定履行防卫职责，坚决捍卫国家主权安全，坚定维护南海地区和平稳定。 “辽宁”号航母编队在南海 the end 免责声明：本文来自腾讯新闻客户端自媒体，不代表腾讯网的观点和立场。"
,美,军政官员,表示,美军将持续开展南海“航行自由行动”。,-1,32054,104939943546508202,0.9883258882303133,2019-03-01T00:14:56.299Z,2019-02-27T16:00:00.000Z,海外网2月28日电 据国防部官网消息，2019年国防部首次例行记者会于28日举行。有记者问：不久前，美军政官员在不同场合表示，美军将持续开展南海“航行自由行动”。请问对此作何评论？
托马斯,,,透露,里根号航母在经过菲律宾和南海时，附近发现有中国军舰，双方的互动是“专业的”。,129588,70518,6172410830496120562,0.7377211914555455,2019-08-11T14:09:32.749Z,2019-08-11T10:20:00.000Z,
,美国,《新闻周刊》网站,称,华盛顿未加入1982年的《联合国海洋法公约》。,-1,31912,8119264700236680922,0.6338214838226337,2019-08-24T10:05:17.149Z,2019-08-23T16:00:00.000Z,据美国《新闻周刊》网站8月22日报道称，华盛顿未加入1982年的《联合国海洋法公约》。不过，它援引该协议列出的“航行自由”，来证明派军舰通过南中国海区域是正当的。中国的回应是，派军舰和飞机拦截航行于这一资源丰富地区的美国船只。
,法国,,宣称,要派遣戴高乐号航母前往印度洋以及南部海域宣称航行自由，然而由于该航母本身的可靠性问题，法国的这一想法至今仍然只是想法，而不同于法国，英国真的派遣了几艘23型护卫舰前往波斯湾，捍卫所谓的航行自由，这惹恼了伊朗，在英国军舰在此地开始巡逻后不久，英国的油轮就被伊朗扣押，英国的脸面都丢光了。,-1,32032,7027741881683094176,0.999987255109555,2019-10-08T14:15:24.941Z,2019-10-08T12:12:00.000Z,
,美国,海军第七舰队发言人,表示,本周三，濒海战斗舰“吉福兹”号在美济礁12海里范围内航行。,-1,31912,1281800925338628706,0.07055429458404094,2019-12-23T06:11:11.450Z,2019-12-22T16:00:00.000Z,据路透社11月22日报道，在中美关系紧张之际，美国海军军舰连续两天在中国宣称拥有主权的南海岛礁附近航行。美国海军第七舰队发言人、海军中校莫姆森21日对路透社表示，本周三，濒海战斗舰“吉福兹”号在美济礁12海里范围内航行。周四，驱逐舰“迈耶”号“挑战了西沙群岛对无害通过的限制”。
,日本,媒体,称,菲律宾海军司令恩佩德拉德承认，会在南海建立海军基地，并以此推测菲律宾的行动可能会加剧南海局势紧张。,-1,31891,3160525325855003430,0.9506149499765383,2019-12-26T10:20:05.006Z,2019-12-26T06:45:00.000Z,
,美军,,说,是相当无聊。,-1,31999,5980434083876970934,0.12598966701102798,2019-12-30T14:15:25.166Z,2019-12-30T08:20:00.000Z,
任国强,国防部新闻局,副局长、国防部新闻发言人,表示,坚决反对一些国家打着“航行自由”的幌子，在南海进行军事挑衅。,139626,35684,2380861809106774148,0.9992836385030166,2019-03-02T03:39:24.023Z,2019-02-28T16:00:00.000Z,中新网2月28日电 在28日举行的国防部例行记者会上，国防部新闻局副局长、国防部新闻发言人任国强表示，坚决反对一些国家打着“航行自由”的幌子，在南海进行军事挑衅。
,韩国,和东盟首脑,表示,“强调切实有效履行南海当事国行动宣言（DOC）的重要性。”,-1,31953,3191607715584401578,0.8435885933925168,2019-11-27T14:15:56.704Z,2019-11-26T16:48:39.000Z,　　报道称，韩国和东盟首脑在共同声明中表示：“强调切实有效履行南海当事国行动宣言（DOC）的重要性。”
斯威夫特,,,谈,“自由航行”在对华问题上有何必要。,134977,32005,613503111353527616,0.8878160395994883,2019-08-01T06:12:23.408Z,2019-07-29T23:49:07.000Z,
王毅,,,表示,近年来南海局势经过了一个由乱向好的过程。,128133,31896,3176810452652195160,0.982808428020631,2019-03-08T08:01:14.120Z,2019-03-08T04:00:01.000Z,　　2019年3月8日，国务委员兼外交部长王毅在两会记者会上表示，近年来南海局势经过了一个由乱向好的过程。事实证明，直接当事国通过谈判解决具体争议、中国和东盟国家共同维护地区稳定这一“双轨思路”是解决南海问题的正道。当前，“南海行为准则”的磋商进程不断加快，“路线图”已经非常明确。中方主动提出2021年前达成“准则”的目标，展现了我们的诚意和担当。“准则”是《南海各方行为宣言》的升级版，将会更好适应这一地区的需求，更有效规范各方的行为，更有力维护南海的航行安全与自由，为中国和东盟各国间增进互信、管控分歧、促进合作、维护稳定发挥应有作用。中方将同东盟国家一道，保持定力，排除干扰，在协商一致基础上加快推进磋商进程。我们也会保持必要的透明度，适时对外公布进展情况。
,中国,,说,从未“随风起舞”。,-1,31896,135914280810929052,0.17905058578915645,2019-04-13T08:02:56.927Z,2019-04-13T04:21:00.000Z,
胡波,北京大学海洋战略研究中心,主任,表示,2018年美军明显加大所谓“航行自由行动”的频率和烈度，基本保持每8周一次的频率，在南沙中方驻守岛礁的12海里内多伴有高速机动、演习训练和其他刺激性活动。,142014,185227,5755605057728688665,0.9327984218848157,2019-04-11T02:42:59.604Z,2019-04-10T07:57:58.000Z,　　胡波表示，2018年美军明显加大所谓“航行自由行动”的频率和烈度，基本保持每8周一次的频率，在南沙中方驻守岛礁的12海里内多伴有高速机动、演习训练和其他刺激性活动。美军还增强了针对西沙的挑衅活动。“航行自由行动”之外，美军还大幅强化战略威慑和前沿存在。2018年美军先后有4个航母打击群、4个两栖戒备大队以及多艘核潜艇、30架次B-52H轰炸机前往南海及周边地区开展战略威慑活动。
,美国,军方,宣称,其军舰在过去两天接连靠近中方宣示拥有主权的岛礁邻近海域航行。,-1,31912,3499701686357512330,0.5587809713947179,2019-11-22T10:11:32.698Z,2019-11-21T16:00:00.000Z,继美军巡洋舰12日穿航台湾海峡后，美国军方又宣称，其军舰在过去两天接连靠近中方宣示拥有主权的岛礁邻近海域航行。此前，美方类似行动均被解放军查证识别，警告驱离。外交部发言人耿爽在今天的例行记者会上表示，中方一贯尊重和维护各国依据国际法在南海享受的航行与飞越自由，但坚决反对任何国家以航行与飞越自由为名损害中国的主权和安全。
陆慷,中国外交部,发言人,表示,美方军舰“普雷贝尔”号未经中国政府允许，擅自进入中国黄岩岛临近海域。,128454,31993,8796895934629180652,0.0712985427305769,2019-05-21T04:08:37.223Z,2019-05-20T16:00:00.000Z,"路透社消息,美国军方19日再次放出风声,宣称其“普雷贝尔”号驱逐舰在南海执行“自由航行”任务，且进入了我黄岩岛12海里范围航行。对此，中国外交部发言人陆慷在20日例行记者会上表示，美方军舰“普雷贝尔”号未经中国政府允许，擅自进入中国黄岩岛临近海域。中国海军依法对美舰进行了识别查证并给予警告驱离。"
,美,舰,说,是“依据国际法维护水路通道”？,-1,32054,1007858884653426490,0.15061056845368237,2019-05-20T04:31:57.126Z,2019-05-20T03:35:04.000Z,　　黄岩岛自古是中国固有领土，美舰进入我岛礁12海里范围海域，居然还好意思说是“依据国际法维护水路通道”？
纳汉,美国,代理防长沙,表达,了继续发展稳定的中美两军关系的愿望。,273168,31912,6967924205213654410,0.9990261794165773,2019-06-02T17:12:51.667Z,2019-06-02T08:32:00.000Z,　　1日，美国代理防长沙纳汉在新加坡香格里拉对话会第一次全体大会上发表演讲，表达了继续发展稳定的中美两军关系的愿望。但是在台湾、南海问题上，沙纳汉老调重弹，发表错误言论，对此，中方代表予以严正驳斥。
,美国,海军,声称,“自由航行”对于国际海道来说很重要。,-1,31912,7683708698482702987,0.7974142299180582,2020-01-28T10:22:34.292Z,2020-01-28T08:01:00.000Z,
乔·基利,美国,海军第七舰队发言人,说,先进的滨海战斗舰“蒙哥马利”号“在南沙群岛主张了航行权利和自由，符合国际法。”他表示，最新的FONOP“维护了海洋的权利，自由和合法使用，”。,716138,31912,945531670616139385,0.9996445731350466,2020-01-28T06:20:44.796Z,2020-01-28T05:28:00.000Z,
,美国,海军,声称,“自由航行”对于国际海道来说很重要。,-1,31912,4635797082501840354,0.7974142299180582,2020-01-28T08:20:23.537Z,2020-01-28T08:00:51.000Z,　　美国海军经常在中国的一些岛屿附近进行“自由航行”，声称“自由航行”对于国际海道来说很重要。基利宣称，在中国南海附近的“自由航行”行动是美军在该地区日常行动的一部分。
,中国,70年的辉煌历程,表明,任何小动作都影响不了中国和中国军队大发展。,-1,31896,2767156617561548234,0.9860332917088097,2020-01-28T10:00:57.748Z,2020-01-27T16:00:00.000Z,国防部新闻发言人任国强此前曾就“一些国家军舰在中国喜庆日子搞一些小动作”做出回应，新中国70年的辉煌历程表明任何小动作都影响不了中国和中国军队大发展。中国军队将一如既往地，坚定履行自己的使命和任务，坚定维护国家主权和安全，坚定维护地区和世界和平稳定。
,美国,军方,透露,上一次实施此类行动是在去年的11月。,-1,31912,5244987477286847892,0.6627391972247315,2020-01-29T04:24:05.057Z,2020-01-29T02:36:00.000Z,
李华敏,,,表示,1月25日，美国海军“蒙哥马利”号濒海战斗舰擅自进入中国南沙岛礁邻近海域。,220174,32913,4370712394680169789,0.5360284048982495,2020-01-29T14:18:27.510Z,2020-01-28T16:00:00.000Z,李华敏大校表示，1月25日，美国海军“蒙哥马利”号濒海战斗舰擅自进入中国南沙岛礁邻近海域。中国人民解放军南部战区组织有关海空兵力，全程对美舰跟踪监控、查证识别，并予以警告驱离。美舰在中国传统新春佳节期间蓄意挑衅，居心叵测，是赤裸裸的航行霸权行径。
任国,国防部,新闻发言人,称,事实一再证明，美方是国际法和国际规则的破坏者，是南海和平稳定的搅局者，是双方一线官兵生命安全的危害者，是中美两国两军关系的麻烦制造者。,214463,35684,6315923053440640199,0.9979250492611824,2020-02-05T08:00:28.392Z,2020-02-05T07:27:22.000Z,　　去年11月，美海军“吉福兹”号濒海战斗舰、“迈耶”号导弹驱逐舰连续闯入我美济礁邻近海域和西沙群岛领海。国防部新闻发言人任国强大校对此回应称，事实一再证明，美方是国际法和国际规则的破坏者，是南海和平稳定的搅局者，是双方一线官兵生命安全的危害者，是中美两国两军关系的麻烦制造者。中国军队将一如既往，采取一切必要措施，捍卫国家主权安全，捍卫南海和平稳定。
,美国,方面,宣称,其海军军舰周一驶入南海，以挑战中国“过度的海洋主张”。,-1,31912,651913707180654284,0.9924210338696332,2019-01-07T08:34:34.091Z,2019-01-07T06:30:00.000Z,　　【环球网报道记者张飞扬】路透社7日消息，美国方面宣称，其海军军舰周一驶入南海，以挑战中国“过度的海洋主张”。
彭斯,美国,副总统,表示,中国在南海搞“军事化”并“鲁莽骚扰”正在执行“航行自由行动”的美国军舰，扬言美国“不会退让”。,128092,31912,6483408884472002114,0.44006546358674814,2019-01-18T11:21:41.878Z,2019-01-17T16:00:00.000Z,从去年开始，美国在南海问题上的发力开始呈现增加之势。美国副总统彭斯曾嚣张表示，中国在南海搞“军事化”并“鲁莽骚扰”正在执行“航行自由行动”的美国军舰，扬言美国“不会退让”。在美国新版《国家安全战略报告》《国防战略报告》中，更是继续鼓吹中国“军事威胁”，称中国在南海建立军事基地的做法“危害自由贸易、威胁其他国家主权，并破坏地区稳定”。美国智库甚至还不断给特朗普政府支招，称要在南海建立“自由岛”、部署核舰艇。
,日,专家,称,海自应扩大在南海行动,-1,34585,8397007305731204652,0.7325534388828019,2018-10-14T02:07:17.481Z,2018-10-13T23:30:00.000Z,　　用潜艇在南海牵制中国？日专家称海自应扩大在南海行动 
琼斯,英国,第一海务大臣,表示,尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。,129226,32005,7532555694506859992,0.9933954938458373,2018-10-24T13:02:03.744Z,2018-10-23T16:00:00.000Z,在今日的外交部例行记者会上，有记者问：据《金融时报》报道，英国第一海务大臣琼斯在接受该报采访时表示，尽管英赴南海行使“航行自由”被中国指责为“挑衅行为”，但英方仍将继续这一行动。个别国家对联合国海洋法公约存在着有别于大部分国家的不同解读。英方有义务在亚太地区显示对盟友的“实际支持”，并抵制中国藐视联合国海洋法公约的做法。请问中方对此有何评论？
,美国,《海军新闻》网站,称,美国海军证实，“里根”号航母核反应堆部门的14名水兵因为滥用致幻剂LSD而面临处分，另有10名留驻日本的船员也因致幻剂相关原因遭到了处罚。,-1,31912,4251886491339936757,0.671350185339487,2018-11-20T04:12:28.407Z,2018-11-20T02:53:01.000Z,　　美国《海军新闻》网站11月6日报道称，美国海军证实，“里根”号航母核反应堆部门的14名水兵因为滥用致幻剂LSD而面临处分，另有10名留驻日本的船员也因致幻剂相关原因遭到了处罚。 
,美军,,声称,正在进行“航行自由”，随后中国海军兰州舰高速接近美舰，并在41米的距离迫使美舰转向撤离。,-1,31999,1723608104983418103,0.5025819015964083,2018-12-04T12:46:56.972Z,2018-12-04T02:21:00.000Z,
王毅,,,指出,南海局势事关地区稳定，“准则”磋商受到外界关注也是正常的。,128133,31896,3176810452652195160,0.9995617658456097,2019-03-08T08:01:14.120Z,2019-03-08T04:00:01.000Z,　　王毅指出，南海局势事关地区稳定，“准则”磋商受到外界关注也是正常的。我们欢迎善意的建议，但反对别有用心的炒作和干涉。南海和平稳定的钥匙应当掌握在地区国家自己手中，《南海行为准则》应当由地区国家共同制定、共同遵守并共同承担责任。
,美,军政官员,表示,美军将持续开展南海“航行自由行动”。,-1,32054,1447145802675077896,0.9883258882303133,2019-03-02T00:50:51.892Z,2019-02-28T16:00:00.000Z,记者：不久前，美军政官员在不同场合表示，美军将持续开展南海“航行自由行动”。请问对此作何评论？
,中国,,提出,三年内完成“准则”磋商的愿景。,-1,31896,5538536118064958036,0.19427526704619802,2019-03-21T00:03:58.518Z,2019-03-20T22:27:03.000Z,　　第二，所谓南海局势不稳更不是事实。由于历史原因，南海地区存在一些领土主权、海洋权益争议，涉及历史、法律、政治甚至民族感情等诸多复杂因素。怎么解决？基于当事方自主意愿和主权平等的谈判协商是唯一出路，这也正是中国与相关国家一直以来的共同努力方向。多年来，中国与东盟国家一直为此付出积极努力，并于2002年共同签署《南海各方行为宣言》，目前正积极推进“南海行为准则”磋商，形成了“准则单一磋商文本草案”，将于今年年内完成草案第一轮审读。各方还一致同意中国提出三年内完成“准则”磋商的愿景。南海有关争议不仅没有影响中国与沿岸国双边关系发展，而且促使大家坐下来，共商稳定方案，共谋和平大计。不久前，习近平主席成功对菲律宾进行国事访问，中菲双方就南海开发合作达成谅解备忘录。这些都充分说明，地区国家有信心、有能力、有智慧妥善处理好分歧，共同维护好南海局势稳中向好的势头。
任国强,,,称,“我们要求美方切实尊重中国的主权和安全，尊重地区国家维护和平、稳定与安宁的强烈共同愿望，不要在南海无事生非、兴风作浪。中国军队将采取坚决措施，坚定捍卫国家主权和安全，坚定维护地区和平稳定。”theend免责声明：本文来自腾讯新闻客户端自媒体，不代表腾讯网的观点和立场。,139626,35684,7907371356305378800,0.9999977406491772,2019-03-02T05:21:00.466Z,2019-03-01T09:51:00.000Z,
